KIDEN	Numéro de la plaque	Type de rayonnement	Dose de rayonnement	Filtre de protection	Poids	Couleur	Ternissement	Craquelure	Epaississement	Rides	Total du score aspect	Sèchage	Taux de Chromo-A	Réplique à T4	Taux de Chromo-B	Taux de Chromo-C	Surface rigidité	Surface concavité	Surface diamétralité	Score surface total	Elasticité interne	Cohérence interne	Coloration interne	Gonflement interne	Score total interne	Total Surface+Interne	Périodes	Type de rayonnement	Type de rayonnement * dose	Groupes	Filtre * Dose	Type de rayonnement * Périodes	Dose de rayonnement * Périodes	Filtre de protection * Périodes	Type de rayonnement * dose * Périodes	Groupes * Périodes
 709	40.00	Rayon V100	Dose 2	Filtre A	29.60	2.00	3.00	2.00	2.00	1.00	10.00	6.20	0.96	2.00	0.03	0.50	1.00	1.00	1.00	3.00	2.00	1.00	1.00	2.00	6.00	9.00	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 710	62.00	Rayon V100	Dose 2	Filtre A	32.10	4.00	1.00	1.00	5.00	2.00	13.00	6.40	1.17	3.00	0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 711	29.00	Rayon V250	Dose 2	Filtre A	25.30	4.00	1.00	3.00	4.00	2.00	14.00	5.20	1.11	3.00	0.04	0.40	2.00	1.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 712	35.00	Rayon V250	Dose 2	Filtre A	33.10	4.00	5.00	3.00	4.00	2.00	18.00	7.60	1.11	4.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 713	46.00	Rayon V250	Dose 2	Filtre A	29.40	2.00	1.00	3.00	3.00	1.00	10.00	7.20	0.85	2.00	0.04	0.36	2.00	1.00	1.00	4.00	2.00	1.00	1.00	1.50	5.50	9.50	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 714	47.00	Rayon V250	Dose 2	Filtre A	29.30	4.00	5.00	3.00	4.00	2.00	18.00	10.30	1.24	5.00	0.01	0.17	1.00	2.00	1.00	4.00	2.00	1.00	1.00	2.50	6.50	10.50	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 715	48.00	Rayon V250	Dose 2	Filtre A	29.00	3.00	4.00	2.00	3.00	1.00	13.00	8.50	0.93	4.00	0.02	0.40	1.00	2.00	1.00	4.00	2.00	1.00	1.00	2.00	6.00	10.00	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 716	64.00	Rayon V250	Dose 2	Filtre A	32.50	4.00	6.00	3.00	4.00	2.00	19.00	6.10	1.00	4.00	0.03	0.33	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.50	5.50	9.50	Temps T4	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T4	D2 * T4	fA * T4	V2 * T4	V2A * T4
 717	105.00	Rayon W80	Dose 1/2	Non protégé	29.80	4.00	1.00	2.00	4.00	2.00	13.00	6.40	1.14	2.00	0.02	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 718	110.00	Rayon W80	Dose 1/2	Non protégé	28.60	4.00	2.00	1.00	4.00	2.00	13.00	8.30	1.07	3.00	0.02	0.40	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 719	123.00	Rayon W80	Dose 1/2	Non protégé	27.80	3.00	1.00	1.00	4.00	2.00	11.00	7.90	1.06	3.00	0.02	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 720	126.00	Rayon W80	Dose 1/2	Non protégé	26.90	4.00	3.00	2.00	5.00	2.00	16.00	8.00	1.34	2.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 721	129.00	Rayon W80	Dose 1/2	Non protégé	33.50	4.00	2.00	1.00	4.00	2.00	13.00	6.10	0.88	2.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 722	130.00	Rayon W80	Dose 1/2	Non protégé	31.30	3.00	3.00	1.00	4.00	2.00	13.00	10.50	1.24	2.00	0.02	0.29	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 723	131.00	Rayon W80	Dose 1/2	Non protégé	27.50	4.00	2.00	1.00	5.00	2.00	14.00	6.00	1.41	3.00	0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 724	132.00	Rayon W80	Dose 1/2	Non protégé	26.40	3.00	3.00	2.00	3.00	2.00	13.00	8.30	1.00	2.00	0.02	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 725	133.00	Rayon W80	Dose 1/2	Non protégé	29.30	3.00	2.00	2.00	3.00	2.00	12.00	4.70	0.91	3.00	0.04	0.44	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 726	136.00	Rayon W80	Dose 1/2	Non protégé	27.90	4.00	2.00	1.00	5.00	2.00	14.00	7.90	1.42	3.00	0.02	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 727	139.00	Rayon W80	Dose 1/2	Non protégé	30.20	4.00	2.00	1.00	4.00	2.00	13.00	5.20	1.19	2.00	0.02	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 728	140.00	Rayon W80	Dose 1/2	Non protégé																							Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 729	148.00	Rayon W80	Dose 1/2	Non protégé	27.90	3.00	2.00	2.00	3.00	2.00	12.00	7.70	1.02	3.00	0.01	0.17	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 730	161.00	Rayon W80	Dose 1/2	Non protégé	29.50	3.00	3.00	1.00	4.00	2.00	13.00	6.70	1.02	3.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 731	169.00	Rayon W80	Dose 1/2	Non protégé	34.90	4.00	3.00	2.00	5.00	2.00	16.00	4.90	1.38	4.00	0.01	0.17	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 732	174.00	Rayon W80	Dose 1/2	Non protégé	33.20	4.00	2.00	1.00	4.00	2.00	13.00	5.20	1.56	4.00	0.02	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T4	D1/2 * T4	Non  * T4	W1/2 * T4	W1/2np * T4
 733	111.00	Rayon W80	Dose 1/2	Filtre A	35.70	4.00	1.00	1.00	4.00	2.00	12.00	4.10	1.21	2.00	0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 734	113.00	Rayon W80	Dose 1/2	Filtre A	27.80	3.00	4.00	3.00	3.00	2.00	15.00	7.30	0.98	3.00	0.04	0.29	1.00	1.00	1.00	3.00	2.00	1.00	1.00	2.00	6.00	9.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 735	124.00	Rayon W80	Dose 1/2	Filtre A	30.00	3.00	4.00	3.00	4.00	1.00	15.00	5.50	1.03	3.00	0.03	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 736	125.00	Rayon W80	Dose 1/2	Filtre A	32.20	3.00	2.00	2.00	4.00	2.00	13.00	7.00	1.00	3.00	0.02	0.33	1.00	1.00	1.00	3.00	2.00	1.00	1.00	2.00	6.00	9.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 737	128.00	Rayon W80	Dose 1/2	Filtre A	31.00	3.00	3.00	2.00	4.00	2.00	14.00	3.80	1.08	2.00	0.03	0.27	1.00	1.00	1.00	3.00	2.00	1.00	1.00	2.00	6.00	9.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 738	137.00	Rayon W80	Dose 1/2	Filtre A	26.20	4.00	1.00	2.00	4.00	2.00	13.00	6.90	0.96	3.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 739	145.00	Rayon W80	Dose 1/2	Filtre A	32.40	3.00	1.00	1.00	4.00	1.00	10.00	9.00	1.00	3.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 740	146.00	Rayon W80	Dose 1/2	Filtre A	30.80	4.00	2.00	1.00	5.00	2.00	14.00	3.20	1.20	3.00	0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 741	151.00	Rayon W80	Dose 1/2	Filtre A																							Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 742	152.00	Rayon W80	Dose 1/2	Filtre A	26.70	4.00	2.00	1.00	5.00	2.00	14.00	4.50	1.10	2.00	0.04	0.31	1.00	1.00	1.00	3.00	4.00	1.00	1.00	2.50	8.50	11.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 743	153.00	Rayon W80	Dose 1/2	Filtre A	34.00	3.00	3.00	2.00	4.00	2.00	14.00	3.40	1.00	3.00	0.04	0.31	1.00	2.00	1.00	4.00	2.00	1.00	1.00	2.50	6.50	10.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 744	154.00	Rayon W80	Dose 1/2	Filtre A	31.20	4.00	1.00	1.00	4.00	2.00	12.00	5.20	1.01	4.00	0.04	0.36	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.50	5.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 745	157.00	Rayon W80	Dose 1/2	Filtre A	32.90	4.00	5.00	2.00	4.00	2.00	17.00	4.40	1.15	4.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 746	159.00	Rayon W80	Dose 1/2	Filtre A	33.20	4.00	1.00	1.00	5.00	2.00	13.00	4.60	1.22	4.00	0.03	0.38	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 747	163.00	Rayon W80	Dose 1/2	Filtre A	35.30	4.00	2.00	2.00	5.00	2.00	15.00	5.10	1.47	4.00	0.03	0.33	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.00	5.00	9.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 748	167.00	Rayon W80	Dose 1/2	Filtre A	32.90	4.00	2.00	1.00	5.00	2.00	14.00	5.40	1.16	3.00	0.03	0.30	1.00	1.00	1.00	3.00	3.00	1.00	1.00	2.00	7.00	10.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T4	D1/2 * T4	fA * T4	W1/2 * T4	W1/2A * T4
 749	102.00	Rayon W80	Dose 1/2	Filtre B	30.30	3.00	6.00	4.00	4.00	3.00	20.00	21.10	1.04	5.00	0.01	0.20	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 750	106.00	Rayon W80	Dose 1/2	Filtre B																							Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 751	109.00	Rayon W80	Dose 1/2	Filtre B	28.50	3.00	6.00	5.00	4.00	4.00	22.00	20.60	1.04	5.00	0.01	0.20	1.00	4.00	1.00	6.00	4.00	1.00	1.00	2.00	8.00	14.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 752	112.00	Rayon W80	Dose 1/2	Filtre B	29.80	2.00	6.00	4.00	3.00	2.00	17.00	18.00	0.87	5.00	0.02	0.33											Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 753	118.00	Rayon W80	Dose 1/2	Filtre B													1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 754	121.00	Rayon W80	Dose 1/2	Filtre B	29.40	3.00	6.00	4.00	3.00	2.00	18.00	8.80	1.24	6.00	0.01	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 755	127.00	Rayon W80	Dose 1/2	Filtre B	31.00	3.00	6.00	3.00	3.00	2.00	16.00	8.70	0.96	5.00	0.01	0.20	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 756	138.00	Rayon W80	Dose 1/2	Filtre B	32.10	3.00	6.00	4.00	3.00	2.00	18.00	12.50	0.97	5.00	0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 757	141.00	Rayon W80	Dose 1/2	Filtre B	31.80	4.00	6.00	3.00	4.00	2.00	19.00	8.20	1.09	6.00	0.01	0.20	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 758	144.00	Rayon W80	Dose 1/2	Filtre B	29.40	4.00	5.00	2.00	4.00	2.00	17.00	5.40	0.98	4.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 759	149.00	Rayon W80	Dose 1/2	Filtre B	27.60	3.00	6.00	5.00	4.00	3.00	21.00	12.80	1.85	6.00	0.01	0.25	2.00	1.00	1.00	4.00	1.00	1.00	1.00	2.00	5.00	9.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 760	150.00	Rayon W80	Dose 1/2	Filtre B																							Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 761	158.00	Rayon W80	Dose 1/2	Filtre B	35.50	4.00	6.00	2.00	4.00	2.00	18.00	6.60	1.01	5.00	0.02	0.25	2.00	4.00	2.00	8.00	1.00	1.00	1.00	2.00	5.00	13.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 762	166.00	Rayon W80	Dose 1/2	Filtre B	28.10	3.00	6.00	4.00	4.00	2.00	19.00	19.70	1.08	6.00	0.01	0.33	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.00	5.00	9.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 763	168.00	Rayon W80	Dose 1/2	Filtre B	34.70	4.00	5.00	2.00	4.00	2.00	17.00	6.50	1.31	5.00	0.02	0.22	1.00	2.00	1.00	4.00	1.00	1.00	1.00	2.50	5.50	9.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 764	171.00	Rayon W80	Dose 1/2	Filtre B	27.90	3.00	6.00	4.00	3.00	3.00	19.00	12.10	1.27	5.00	0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filB	Filtre B 1/2 Med	W80 * T4	D1/2 * T4	fB * T4	W1/2 * T4	W1/2B * T4
 765	101.00	Rayon W80	Dose 1/2	Filtre C	29.10	4.00	2.00	2.00	4.00	2.00	14.00	7.40	1.00	3.00	0.03	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 766	103.00	Rayon W80	Dose 1/2	Filtre C	37.20	4.00	1.00	1.00	5.00	2.00	13.00	6.60	1.38	3.00	0.01	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 767	107.00	Rayon W80	Dose 1/2	Filtre C	28.30	4.00	2.00	2.00	4.00	2.00	14.00	8.30	1.23	3.00	0.02	0.33	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 768	115.00	Rayon W80	Dose 1/2	Filtre C	28.60	4.00	1.00	2.00	5.00	2.00	14.00	9.80	1.29	3.00	0.02	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 769	116.00	Rayon W80	Dose 1/2	Filtre C	36.80	4.00	1.00	1.00	5.00	2.00	13.00	3.90	2.13	4.00	0.01	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.50	5.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 770	117.00	Rayon W80	Dose 1/2	Filtre C	29.50	3.00	3.00	1.00	3.00	1.00	11.00	6.70	0.98	3.00	0.03	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 771	120.00	Rayon W80	Dose 1/2	Filtre C	27.60	4.00	2.00	1.00	4.00	2.00	13.00	7.10	1.21	3.00	0.03	0.43	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.50	5.50	8.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 772	122.00	Rayon W80	Dose 1/2	Filtre C	29.70	4.00	2.00	2.00	4.00	2.00	14.00	8.90	1.14	4.00	0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 773	135.00	Rayon W80	Dose 1/2	Filtre C	32.80	4.00	2.00	2.00	4.00	2.00	14.00	6.90	1.17		0.03	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 774	142.00	Rayon W80	Dose 1/2	Filtre C	40.90	4.00	2.00	2.00	5.00	2.00	15.00	6.10	1.24	4.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 775	143.00	Rayon W80	Dose 1/2	Filtre C	29.00	4.00	3.00	2.00	4.00	2.00	15.00	5.80	1.23	3.00	0.03	0.38	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 776	155.00	Rayon W80	Dose 1/2	Filtre C	30.30	4.00	2.00	1.00	4.00	2.00	13.00	6.60	1.30	4.00	0.03	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	5.00	8.00	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 777	160.00	Rayon W80	Dose 1/2	Filtre C																							Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
 778	162.00	Rayon W80	Dose 1/2	Filtre C	28.50	4.00	5.00	2.00	4.00	2.00	17.00	9.00	1.30	4.00	0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T4	Rayon W	Rayon W 1/2	Rayon W. 1/2  filC	Filtre C 1/2 Med	W80 * T4	D1/2 * T4	fC * T4	W1/2 * T4	W1/2C * T4
